"","bird","site","list_n","release_cond","partner_list_n","Pair_ID","partner","treatment","date","time","add_train","dt1","HEI","split_any","distance_training_tracks_average","distance_training_tracks_closest","HEI_analysis","Distance_average_analysis","Distance_closest_analysis","treatment_addtrain"
"239","20-C05","SH",239,"pair",335,"O6","20-C93","TR",2024-06-09,"10:14:13",TRUE,2024-06-09 10:14:13,0.819187567915576,FALSE,NA,NA,0.842978221475998,NA,NA,"TR"
"240","20-C05","SH",240,"pair",336,"O6","20-C93","TR",2024-06-19,"08:10:04",TRUE,2024-06-19 08:10:04,0.766738174591812,FALSE,1941.90451691905,1941.90451691905,0.77925486823018,1950.14664463905,1950.14664463905,"TR"
"241","20-C05","SH",241,"pair",339,"O6","20-C93","TR",2024-07-08,"09:15:05",TRUE,2024-07-08 09:15:05,0.895714273537292,FALSE,1014.08665325747,290.598054448158,0.896280637242007,1015.60785758343,291.912252654213,"ATR"
"243","20-C05","SH",243,"solo",NA,"O6",",","TR",2024-06-16,"13:22:08",TRUE,2024-06-16 13:22:08,0.885868543259688,NA,1310.18039921886,1310.18039921886,0.885868543259688,1310.18039921886,1310.18039921886,"TR"
"244","20-C05","SH",244,"solo",NA,"O6",",","TR",2024-06-18,"15:00:27",TRUE,2024-06-18 15:00:27,0.822316029886638,NA,1202.27157201742,1202.27157201742,0.822316029886638,1202.27157201742,1202.27157201742,"TR"
"245","20-C09","LH",245,"pair",396,"O1","22-B94","TR",2024-06-08,"11:46:59",TRUE,2024-06-08 11:46:59,0.916599029600418,FALSE,NA,NA,0.918431777824671,NA,NA,"TR"
"246","20-C09","LH",246,"pair",397,"O1","22-B94","TR",2024-06-09,"14:06:37",TRUE,2024-06-09 14:06:37,0.940566926396088,FALSE,451.27857932564,451.27857932564,0.941420622193284,451.468128958279,451.468128958279,"TR"
"247","20-C09","LH",247,"pair",398,"O1","22-B94","TR",2024-06-17,"10:40:17",TRUE,2024-06-17 10:40:17,0.703637231146968,TRUE,NA,NA,0.768786922513952,NA,NA,"TR"
"248","20-C09","LH",248,"pair",399,"O1","22-B94","TR",2024-07-04,"10:06:05",TRUE,2024-07-04 10:06:05,0.927029525055339,FALSE,499.476390597925,328.639964683248,0.934834173943127,791.408885624189,340.518229900811,"ATR"
"249","20-C09","LH",249,"pair",400,"O1","22-B94","TR",2024-07-04,"12:26:14",TRUE,2024-07-04 12:26:14,0.915711246295272,FALSE,332.650784925257,97.5134096391058,0.908019733575263,659.6105502547,115.418949013957,"ATR"
"250","20-C09","LH",250,"pair",401,"O1","22-B94","TR",2024-07-08,"09:50:13",TRUE,2024-07-08 09:50:13,0.903986233803906,FALSE,604.58065472915,290.009431560631,0.903940923815311,804.508257721204,292.334590171016,"ATR"
"251","20-C09","LH",251,"solo",NA,"O1",",","CM",2024-08-16,"09:30:05",TRUE,2024-08-16 09:30:05,0.774124771409063,NA,811.702931530382,356.368575239177,0.774124771409063,811.702931530382,356.368575239177,"CM_A"
"253","20-C09","LH",253,"solo",NA,"O1",",","TR",2024-06-10,"17:14:04",TRUE,2024-06-10 17:14:04,0.931916955611042,NA,347.950335417754,183.553096814891,0.931916955611042,347.950335417754,183.553096814891,"TR"
"254","20-C09","LH",254,"solo",NA,"O1",",","TR",2024-06-11,"13:27:04",TRUE,2024-06-11 13:27:04,0.934144124896637,NA,322.699136518896,138.955105693029,0.934144124896637,322.699136518896,138.955105693029,"TR"
"255","20-C09","LH",255,"solo",NA,"O1",",","TR",2024-07-05,"13:00:10",TRUE,2024-07-05 13:00:10,0.878720179712028,NA,745.268001211607,423.186010789123,0.878720179712028,745.268001211607,423.186010789123,"ATR"
"256","20-C09","SH",256,"pair",405,"O1","22-B94","TR",2024-06-09,"10:14:13",FALSE,2024-06-09 10:14:13,0.858728764937949,FALSE,NA,NA,0.862117386938066,NA,NA,"TR"
"257","20-C09","SH",257,"pair",406,"O1","22-B94","TR",2024-06-17,"13:47:12",FALSE,2024-06-17 13:47:12,0.848516942994293,FALSE,615.265136664064,615.265136664064,0.847452023334927,615.323082458494,615.323082458494,"TR"
"259","20-C09","SH",259,"solo",NA,"O1",",","TR",2024-06-16,"10:34:05",FALSE,2024-06-16 10:34:05,0.613431230446681,NA,1171.21941327812,1171.21941327812,0.613431230446681,1171.21941327812,1171.21941327812,"TR"
"260","20-C09","SH",260,"solo",NA,"O1",",","TR",2024-06-18,"17:48:19",FALSE,2024-06-18 17:48:19,0.723236272146075,NA,1146.89737519209,820.656187695678,0.723236272146075,1146.89737519209,820.656187695678,"TR"
"262","20-C12","LH",262,"pair",357,"O14","22-B65","TR",2024-06-08,"11:46:59",TRUE,2024-06-08 11:46:59,0.972528451522282,FALSE,NA,NA,0.972342003103813,NA,NA,"TR"
"263","20-C12","LH",263,"pair",358,"O14","22-B65","TR",2024-06-17,"10:01:13",TRUE,2024-06-17 10:01:13,0.940301253512129,FALSE,113.823320216211,113.823320216211,0.939131068780748,114.18548743012,114.18548743012,"TR"
"264","20-C12","LH",264,"pair",359,"O14","22-B65","TR",2024-07-04,"10:21:04",TRUE,2024-07-04 10:21:04,0.844051719413288,FALSE,887.08057283387,817.862072224798,0.844578101264033,886.876768688867,817.195948382814,"ATR"
"265","20-C12","LH",265,"pair",360,"O14","22-B65","TR",2024-07-08,"09:55:06",TRUE,2024-07-08 09:55:06,0.885133144628607,FALSE,523.454532184263,203.239669434428,0.886019632842246,522.280308077882,207.290337495719,"ATR"
"266","20-C12","LH",266,"solo",NA,"O14",",","CM",2024-08-16,"09:10:04",TRUE,2024-08-16 09:10:04,0.785396063400395,NA,644.782213246338,181.987537406438,0.785396063400395,644.782213246338,181.987537406438,"CM_A"
"267","20-C12","LH",267,"solo",NA,"O14",",","TR",2024-06-10,"16:00:04",TRUE,2024-06-10 16:00:04,0.801162982254842,NA,1398.22176831064,1398.22176831064,0.801162982254842,1398.22176831064,1398.22176831064,"TR"
"268","20-C12","LH",268,"solo",NA,"O14",",","TR",2024-06-11,"16:15:08",TRUE,2024-06-11 16:15:08,0.940565891615502,NA,673.061675991472,673.061675991472,0.940565891615502,673.061675991472,673.061675991472,"TR"
"269","20-C12","LH",269,"solo",NA,"O14",",","TR",2024-07-05,"12:30:23",TRUE,2024-07-05 12:30:23,0.944346164248359,NA,361.209851990064,125.355052053005,0.944346164248359,361.209851990064,125.355052053005,"ATR"
"271","20-C12","SH",271,"pair",366,"O14","22-B65","TR",2024-06-09,"10:14:13",FALSE,2024-06-09 10:14:13,0.919410602070307,FALSE,NA,NA,0.923456840195049,NA,NA,"TR"
"272","20-C12","SH",272,"pair",367,"O14","22-B65","TR",2024-06-17,"13:47:11",FALSE,2024-06-17 13:47:11,0.969737098172136,FALSE,349.091087766505,349.091087766505,0.969042829228006,359.400601809496,359.400601809496,"TR"
"273","20-C12","SH",273,"solo",NA,"O14",",","TR",2024-06-10,"13:07:04",FALSE,2024-06-10 13:07:04,0.89031886680404,NA,160.455472840892,160.455472840892,0.89031886680404,160.455472840892,160.455472840892,"TR"
"274","20-C12","SH",274,"solo",NA,"O14",",","TR",2024-06-16,"12:09:05",FALSE,2024-06-16 12:09:05,0.938116751978316,NA,116.133677801345,116.133677801345,0.938116751978316,116.133677801345,116.133677801345,"TR"
"279","20-C17","LH",279,"solo",NA,"O10",",","CM",2024-08-16,"10:11:06",FALSE,2024-08-16 10:11:06,0.523251440578644,NA,3319.78406150003,2961.48431514363,0.523251440578644,3319.78406150003,2961.48431514363,"CM_N"
"280","20-C17","LH",280,"solo",NA,"O10",",","TR",2024-06-10,"18:05:04",FALSE,2024-06-10 18:05:04,0.897617633469183,NA,134.362885398611,75.719451319605,0.897617633469183,134.362885398611,75.719451319605,"TR"
"281","20-C17","LH",281,"solo",NA,"O10",",","TR",2024-06-18,"16:35:24",FALSE,2024-06-18 16:35:24,0.781982566500607,NA,251.140365500431,70.3653718473485,0.781982566500607,251.140365500431,70.3653718473485,"TR"
"288","20-C17","SH",288,"solo",NA,"O10",",","TR",2024-06-10,"10:32:04",TRUE,2024-06-10 10:32:04,0.665163780442605,NA,458.016770843429,458.016770843429,0.665163780442605,458.016770843429,458.016770843429,"TR"
"289","20-C17","SH",289,"solo",NA,"O10",",","TR",2024-06-16,"14:04:06",TRUE,2024-06-16 14:04:06,0.745689966753876,NA,254.398955580101,254.398955580101,0.745689966753876,254.398955580101,254.398955580101,"TR"
"290","20-C17","SH",290,"solo",NA,"O10",",","TR",2024-06-19,"13:55:23",TRUE,2024-06-19 13:55:23,0.748969511828668,NA,128.970925844109,65.7301346973226,0.748969511828668,128.970925844109,65.7301346973226,"TR"
"291","20-C17","SH",291,"solo",NA,"O10",",","TR",2024-07-05,"11:39:04",TRUE,2024-07-05 11:39:04,0.877954352911523,NA,422.946564285741,308.791155248106,0.877954352911523,422.946564285741,308.791155248106,"ATR"
"297","20-C85","LH",297,"solo",NA,"O8",",","TR",2024-06-10,"16:22:04",FALSE,2024-06-10 16:22:04,0.745541155965313,NA,157.206986029882,105.13309707535,0.745541155965313,157.206986029882,105.13309707535,"TR"
"298","20-C85","LH",298,"solo",NA,"O8",",","TR",2024-06-11,"15:35:04",FALSE,2024-06-11 15:35:04,0.842842616537042,NA,472.880682792164,417.725945747233,0.842842616537042,472.880682792164,417.725945747233,"TR"
"304","20-C85","SH",304,"solo",NA,"O8",",","CM",2024-08-17,"11:20:04",TRUE,2024-08-17 11:20:04,0.764021442363261,NA,280.084208340884,109.168954310665,0.764021442363261,280.084208340884,109.168954310665,"CM_A"
"306","20-C85","SH",306,"solo",NA,"O8",",","TR",2024-06-10,"12:23:05",TRUE,2024-06-10 12:23:05,0.610220151377243,NA,1092.24203276385,1092.24203276385,0.610220151377243,1092.24203276385,1092.24203276385,"TR"
"307","20-C85","SH",307,"solo",NA,"O8",",","TR",2024-06-16,"13:30:05",TRUE,2024-06-16 13:30:05,0.918279036281876,NA,384.448041351764,384.448041351764,0.918279036281876,384.448041351764,384.448041351764,"TR"
"308","20-C85","SH",308,"solo",NA,"O8",",","TR",2024-07-05,"11:24:11",TRUE,2024-07-05 11:24:11,0.9153545743304,NA,180.608024840664,39.9402364145206,0.9153545743304,180.608024840664,39.9402364145206,"ATR"
"317","20-C92","LH",317,"solo",NA,"O16",",","TR",2024-06-10,"16:11:04",TRUE,2024-06-10 16:11:04,0.968677641078597,NA,1288.08938795279,876.625354898223,0.968677641078597,1288.08938795279,876.625354898223,"TR"
"318","20-C92","LH",318,"solo",NA,"O16",",","TR",2024-06-11,"16:27:32",TRUE,2024-06-11 16:27:32,0.879341017167136,NA,467.309131828011,286.616476144045,0.879341017167136,467.309131828011,286.616476144045,"TR"
"319","20-C92","LH",319,"solo",NA,"O16",",","TR",2024-07-05,"12:39:06",TRUE,2024-07-05 12:39:06,0.886206471600648,NA,443.893254635849,144.161485380149,0.886206471600648,443.893254635849,144.161485380149,"ATR"
"323","20-C92","SH",323,"solo",NA,"O16",",","TR",2024-06-17,"13:47:11",FALSE,2024-06-17 13:47:11,0.883405051813734,NA,904.12384730916,668.713498647079,0.883405051813734,904.12384730916,668.713498647079,"TR"
"324","20-C92","SH",324,"solo",NA,"O16",",","CM",2024-08-17,"10:55:08",FALSE,2024-08-17 10:55:08,0.854422473506781,NA,287.158119357104,132.39840990157,0.854422473506781,287.158119357104,132.39840990157,"CM_N"
"325","20-C92","SH",325,"solo",NA,"O16",",","TR",2024-06-10,"13:30:06",FALSE,2024-06-10 13:30:06,0.908238809738128,NA,317.075773743222,317.075773743222,0.908238809738128,317.075773743222,317.075773743222,"TR"
"326","20-C92","SH",326,"solo",NA,"O16",",","TR",2024-06-18,"15:18:30",FALSE,2024-06-18 15:18:30,0.872775475269409,NA,403.171443149849,185.568351491406,0.872775475269409,403.171443149849,185.568351491406,"TR"
"332","20-C93","LH",332,"solo",NA,"O6",",","TR",2024-06-10,"16:27:09",FALSE,2024-06-10 16:27:09,0.834672722750813,NA,454.480714629041,225.279677958564,0.834672722750813,454.480714629041,225.279677958564,"TR"
"333","20-C93","LH",333,"solo",NA,"O6",",","TR",2024-06-11,"15:45:06",FALSE,2024-06-11 15:45:06,0.858827161269297,NA,302.296568389603,99.5944908237077,0.858827161269297,302.296568389603,99.5944908237077,"TR"
"341","20-C93","SH",341,"solo",NA,"O6",",","TR",2024-06-16,"13:16:06",TRUE,2024-06-16 13:16:06,0.761321949886074,NA,2193.73117707069,2193.73117707069,0.761321949886074,2193.73117707069,2193.73117707069,"TR"
"342","20-C93","SH",342,"solo",NA,"O6",",","TR",2024-06-18,"14:49:17",TRUE,2024-06-18 14:49:17,0.604374731105998,NA,1645.51102629343,1645.51102629343,0.604374731105998,1645.51102629343,1645.51102629343,"TR"
"343","20-C93","SH",343,"solo",NA,"O6",",","TR",2024-07-05,"11:14:09",TRUE,2024-07-05 11:14:09,0.817569123769265,NA,954.309152810708,322.452826354965,0.817569123769265,954.309152810708,322.452826354965,"ATR"
"349","20-C96","LH",349,"solo",NA,"O15",",","TR",2024-06-09,"14:06:36",TRUE,2024-06-09 14:06:36,0.925850837178636,NA,214.805367239792,214.805367239792,0.925850837178636,214.805367239792,214.805367239792,"TR"
"350","20-C96","LH",350,"solo",NA,"O15",",","TR",2024-06-18,"16:25:25",TRUE,2024-06-18 16:25:25,0.880656773339864,NA,123.855613730874,74.3962699942155,0.880656773339864,123.855613730874,74.3962699942155,"TR"
"351","20-C96","LH",351,"solo",NA,"O15",",","TR",2024-07-05,"12:51:04",TRUE,2024-07-05 12:51:04,0.919830878978047,NA,576.236032388181,526.363477640797,0.919830878978047,576.236032388181,526.363477640797,"ATR"
"354","20-C96","SH",354,"solo",NA,"O15",",","TR",2024-06-10,"13:02:09",FALSE,2024-06-10 13:02:09,0.913482632197676,NA,1368.18970227829,1368.18970227829,0.913482632197676,1368.18970227829,1368.18970227829,"TR"
"355","20-C96","SH",355,"solo",NA,"O15",",","TR",2024-06-16,"12:03:05",FALSE,2024-06-16 12:03:05,0.83534523366486,NA,1820.84764315651,1820.84764315651,0.83534523366486,1820.84764315651,1820.84764315651,"TR"
"361","22-B65","LH",361,"solo",NA,"O14",",","CM",2024-08-16,"09:24:04",TRUE,2024-08-16 09:24:04,0.827280812613969,NA,497.837875337906,88.6561198171069,0.827280812613969,497.837875337906,88.6561198171069,"CM_A"
"362","22-B65","LH",362,"solo",NA,"O14",",","TR",2024-06-09,"14:06:37",TRUE,2024-06-09 14:06:37,0.930013664614795,NA,465.834572008181,465.834572008181,0.930013664614795,465.834572008181,465.834572008181,"TR"
"363","22-B65","LH",363,"solo",NA,"O14",",","TR",2024-06-19,"09:20:14",TRUE,2024-06-19 09:20:14,0.786569525502553,NA,1101.04991995119,1041.18232810545,0.786569525502553,1101.04991995119,1041.18232810545,"TR"
"364","22-B65","LH",364,"solo",NA,"O14",",","TR",2024-07-05,"12:35:08",TRUE,2024-07-05 12:35:08,0.912327693767646,NA,592.592695948287,310.949464528007,0.912327693767646,592.592695948287,310.949464528007,"ATR"
"368","22-B65","SH",368,"solo",NA,"O14",",","CM",2024-08-17,"10:36:05",FALSE,2024-08-17 10:36:05,0.830086350004573,NA,694.938930625286,506.104811939647,0.830086350004573,694.938930625286,506.104811939647,"CM_N"
"369","22-B65","SH",369,"solo",NA,"O14",",","TR",2024-06-10,"13:42:05",FALSE,2024-06-10 13:42:05,0.712142128741708,NA,743.305535962284,743.305535962284,0.712142128741708,743.305535962284,743.305535962284,"TR"
"370","22-B65","SH",370,"solo",NA,"O14",",","TR",2024-06-16,"12:21:05",FALSE,2024-06-16 12:21:05,0.898909844902005,NA,278.278857627648,278.278857627648,0.898909844902005,278.278857627648,278.278857627648,"TR"
"374","22-B78","LH",374,"solo",NA,"O19",",","TR",2024-06-10,"18:00:05",FALSE,2024-06-10 18:00:05,0.743794481923605,NA,159.885089010263,100.034037653955,0.743794481923605,159.885089010263,100.034037653955,"TR"
"375","22-B78","LH",375,"solo",NA,"O19",",","TR",2024-06-11,"15:14:07",FALSE,2024-06-11 15:14:07,0.490011181099914,NA,356.199684471364,273.297093567702,0.490011181099914,356.199684471364,273.297093567702,"TR"
"380","22-B78","SH",380,"solo",NA,"O19",",","TR",2024-06-10,"11:12:05",TRUE,2024-06-10 11:12:05,0.708209236779287,NA,NA,NA,0.708209236779287,NA,NA,"TR"
"381","22-B78","SH",381,"solo",NA,"O19",",","TR",2024-06-16,"13:51:05",TRUE,2024-06-16 13:51:05,0.721993426294004,NA,NA,NA,0.721993426294004,NA,NA,"TR"
"382","22-B78","SH",382,"solo",NA,"O19",",","TR",2024-07-05,"11:34:07",TRUE,2024-07-05 11:34:07,0.858112021166073,NA,160.804601279501,50.1052642798804,0.858112021166073,160.804601279501,50.1052642798804,"ATR"
"389","22-B92","LH",389,"solo",NA,"O5",",","TR",2024-06-10,"16:48:04",TRUE,2024-06-10 16:48:04,0.972534475406203,NA,389.012057154404,301.264929067246,0.972534475406203,389.012057154404,301.264929067246,"TR"
"390","22-B92","LH",390,"solo",NA,"O5",",","TR",2024-06-11,"15:55:03",TRUE,2024-06-11 15:55:03,0.956426267465421,NA,391.909591259807,233.852946447425,0.956426267465421,391.909591259807,233.852946447425,"TR"
"391","22-B92","LH",391,"solo",NA,"O5",",","TR",2024-07-05,"13:29:04",TRUE,2024-07-05 13:29:04,0.851058351485004,NA,1246.3303585111,599.952830959054,0.851058351485004,1246.3303585111,599.952830959054,"ATR"
"394","22-B92","SH",394,"solo",NA,"O5",",","TR",2024-06-16,"13:11:05",FALSE,2024-06-16 13:11:05,0.948256223309475,NA,460.711736740469,460.711736740469,0.948256223309475,460.711736740469,460.711736740469,"TR"
"395","22-B92","SH",395,"solo",NA,"O5",",","TR",2024-06-18,"15:11:21",FALSE,2024-06-18 15:11:21,0.850783310195667,NA,322.55967651195,235.594391545641,0.850783310195667,322.55967651195,235.594391545641,"TR"
"402","22-B94","LH",402,"solo",NA,"O1",",","TR",2024-06-10,"17:24:05",TRUE,2024-06-10 17:24:05,0.807781954867354,NA,480.268144970522,244.304625226777,0.807781954867354,480.268144970522,244.304625226777,"TR"
"403","22-B94","LH",403,"solo",NA,"O1",",","TR",2024-06-18,"16:42:27",TRUE,2024-06-18 16:42:27,0.939353766902172,NA,1024.33516439881,247.425473642389,0.939353766902172,1024.33516439881,247.425473642389,"TR"
"404","22-B94","LH",404,"solo",NA,"O1",",","TR",2024-07-05,"13:04:07",TRUE,2024-07-05 13:04:07,0.865204733389863,NA,1182.53830545007,484.019713993154,0.865204733389863,1182.53830545007,484.019713993154,"ATR"
"407","22-B94","SH",407,"solo",NA,"O1",",","TR",2024-06-10,"11:33:07",FALSE,2024-06-10 11:33:07,0.787661912787237,NA,490.767814809315,490.767814809315,0.787661912787237,490.767814809315,490.767814809315,"TR"
"408","22-B94","SH",408,"solo",NA,"O1",",","TR",2024-06-16,"10:22:13",FALSE,2024-06-16 10:22:13,0.642890320855441,NA,673.630013512374,673.630013512374,0.642890320855441,673.630013512374,673.630013512374,"TR"
"414","22-B95","LH",414,"solo",NA,"O2",",","TR",2024-06-10,"17:29:05",FALSE,2024-06-10 17:29:05,0.941675922012685,NA,114.538968430769,70.103371289552,0.941675922012685,114.538968430769,70.103371289552,"TR"
"415","22-B95","LH",415,"solo",NA,"O2",",","TR",2024-06-11,"13:32:17",FALSE,2024-06-11 13:32:17,0.916036071101314,NA,404.029357615963,363.176004431799,0.916036071101314,404.029357615963,363.176004431799,"TR"
"422","22-B95","SH",422,"solo",NA,"O2",",","CM",2024-08-17,"10:19:05",TRUE,2024-08-17 10:19:05,0.782057969399517,NA,333.010138609259,151.302526680921,0.782057969399517,333.010138609259,151.302526680921,"CM_A"
"423","22-B95","SH",423,"solo",NA,"O2",",","TR",2024-06-16,"10:40:06",TRUE,2024-06-16 10:40:06,0.766952319411966,NA,204.023654983515,204.023654983515,0.766952319411966,204.023654983515,204.023654983515,"TR"
"424","22-B95","SH",424,"solo",NA,"O2",",","TR",2024-06-19,"08:18:16",TRUE,2024-06-19 08:18:16,0.828002124499452,NA,511.094969653148,388.629885942534,0.828002124499452,511.094969653148,388.629885942534,"TR"
"425","22-B95","SH",425,"solo",NA,"O2",",","TR",2024-06-19,"13:47:28",TRUE,2024-06-19 13:47:28,0.756688103543857,NA,253.202718304298,154.532707037099,0.756688103543857,253.202718304298,154.532707037099,"TR"
"426","22-B95","SH",426,"solo",NA,"O2",",","TR",2024-07-05,"10:52:04",TRUE,2024-07-05 10:52:04,0.756627027026412,NA,301.73432306912,138.886803919886,0.756627027026412,301.73432306912,138.886803919886,"ATR"
